date,source_region,cmd_code,cmd_desc,import_value_usd,net_weight_kg,quantity
2020-03-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1516540,514844,514844
2020-03-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",755938,222305,222305
2020-03-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,42460129,9068650,9068650
2020-03-01,New Zealand,0406,Cheese and curd,25854672,5987222,5987222
2020-04-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",37492285,40465575,40465575
2020-04-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,38047271,12420989,12420989
2020-04-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3602246,2578084,2578084
2020-04-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",24597823,14800862,14800862
2020-04-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5260371,852421,852421
2020-04-01,EU-27,0406,Cheese and curd,7759923,1445936,1445936
2020-04-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",35114528,20968260,20968260
2020-04-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,235276085,68967742,68967742
2020-04-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",410433,127836,127836
2020-04-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",860159,186496,186496
2020-04-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,32317624,7049070,7049070
2020-04-01,New Zealand,0406,Cheese and curd,26054747,5977108,5977108
2020-05-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",37650935,38593279,38593279
2020-05-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,25207810,7824811,7824811
2020-05-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3653726,2445142.776,2445142.776
2020-05-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",41631739,24025255,24025255
2020-05-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5817621,970969,970969
2020-05-01,EU-27,0406,Cheese and curd,7325239,1293957,1293957
2020-05-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",42748550,22263179,22263179
2020-05-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,163624000,48724893,48724893
2020-05-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1274446,434947,434947
2020-05-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1118392,239875,239875
2020-05-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,27725716,5807500,5807500
2020-05-01,New Zealand,0406,Cheese and curd,8530149,1915201,1915201
2020-06-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",53581542,49817573,49817573
2020-06-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,31547529,10076573,10076573
2020-06-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4016909,2517201.3,2517201.3
2020-06-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",40979031,24286763.567,24286763.567
2020-06-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,8073476,1435958,1435958
2020-06-01,EU-27,0406,Cheese and curd,15661634,3069923,3069923
2020-06-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",48436148,22428390,22428390
2020-06-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,138944504,41971822,41971822
2020-06-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",580893,207497,207497
2020-06-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1369066,348618,348618
2020-06-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,32899409,6536200,6536200
2020-06-01,New Zealand,0406,Cheese and curd,26215083,5805544,5805544
2020-07-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",64265833,52907695,52907695
2020-07-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,43168843,14467356,14467356
2020-07-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4875190,2902167,2902167
2020-07-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",55600465,30470085,30470085
2020-07-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,12912738,2377997,2377997
2020-07-01,EU-27,0406,Cheese and curd,16445377,3146570.643,3146570.643
2020-07-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",47486442,25920307,25920307
2020-07-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,130350058,41229659,41229659
2020-07-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",305953,93141,93141
2020-07-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1304832,339273,339273
2020-07-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,38776665,8118550,8118550
2020-07-01,New Zealand,0406,Cheese and curd,38164860,8791643,8791643
2020-08-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",64989109,59094857,59094857
2020-08-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,36374463,12163400,12163400
2020-08-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4616389,2722678,2722678
2020-08-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",47565565,25294870,25294870
2020-08-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,10571395,2017226,2017226
2020-08-01,EU-27,0406,Cheese and curd,13608654,2592547,2592547
2020-08-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",34828640,22359500,22359500
2020-08-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,101899119,32746109,32746109
2020-08-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1186718,473750,473750
2020-08-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1351871,581524,581524
2020-08-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,25450598,5477630,5477630
2020-08-01,New Zealand,0406,Cheese and curd,22460521,5256605,5256605
2020-09-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",63938656,61549286,61549286
2020-09-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,56454055,16375136,16375136
2020-09-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",4510227,2525276,2525276
2020-09-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",48406278,26695609,26695609
2020-09-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,9122842,1631572,1631572
2020-09-01,EU-27,0406,Cheese and curd,13804704,2680547,2680547
2020-09-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",43391701,26726650,26726650
2020-09-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,72742168,22327225,22327225
2020-09-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",672791,261824,261824
