date,source_region,cmd_code,cmd_desc,import_value_usd,net_weight_kg,quantity
2012-08-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",11203063,1269248,0
2012-08-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,10729449,3026583,0
2012-08-01,New Zealand,0406,Cheese and curd,5893478,1326258,0
2012-09-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",4168803,4269838,0
2012-09-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,7714332,2564912,0
2012-09-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",496665,213614,0
2012-09-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",30549347,11499826,0
2012-09-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,1191129,188356,0
2012-09-01,EU-27,0406,Cheese and curd,1938793,266857,0
2012-09-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",4509631,2207491,0
2012-09-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,74945952,24529117,0
2012-09-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",146300,14643,0
2012-09-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1200782,149120,0
2012-09-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,10162926,2851971,0
2012-09-01,New Zealand,0406,Cheese and curd,6229994,1375546,0
2016-01-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",24648011,33474044.723,33474044.723
2016-01-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,17629209,8308779.749,8308779.749
2016-01-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",789012,510961.965,510961.965
2016-01-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",21819988,20486929.669999998,20486929.669999998
2016-01-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3526757,928987.25,928987.25
2016-01-01,EU-27,0406,Cheese and curd,6353522,1381079.83,1381079.83
2016-01-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",12546655,10742066.298,10742066.298
2016-01-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,325828414,123657902.756,123657902.756
2016-01-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1302252,872031.284,872031.284
2016-01-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1448460,763896.697,763896.697
2016-01-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,43994982,11573774.542,11573774.542
2016-01-01,New Zealand,0406,Cheese and curd,23768502,5914304.579,5914304.579
2016-02-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",14071249,19103367.204,19103367.204
2016-02-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,8438838,3981547.413,3981547.413
2016-02-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1034526,669717.534,669717.534
2016-02-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",12214628,11382078.94,11382078.94
2016-02-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,2427312,636204.179,636204.179
2016-02-01,EU-27,0406,Cheese and curd,3774632,819759.1309999999,819759.1309999999
2016-02-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",10988144,8404597.688,8404597.688
2016-02-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,111647384,43434766.992,43434766.992
2016-02-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2110497,1402066.197,1402066.197
2016-02-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1201112,645278.01,645278.01
2016-02-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,24054653,6319753.861,6319753.861
2016-02-01,New Zealand,0406,Cheese and curd,20194525,5214639.744,5214639.744
2016-03-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",33643103,46673485.158,46673485.158
2016-03-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,15065748,7295340.137,7298951.113
2016-03-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2349128,1522335.434,1522335.434
2016-03-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",17856422,16575817.555,16575817.555
2016-03-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3827521,1000874.312,1000874.312
2016-03-01,EU-27,0406,Cheese and curd,6253005,1354386.752,1354386.752
2016-03-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",15703543,15649450.759,15649450.759
2016-03-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,136315820,52616863.622,52616863.622
2016-03-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",744061,494716.912,494716.912
2016-03-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",739096,516608.612,516608.612
2016-03-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,16287355,4299095.181,4299095.181
2016-03-01,New Zealand,0406,Cheese and curd,13485725,3249677.076,3249677.076
2016-04-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",35494926,49002409.452,49002409.452
2016-04-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,16240483,7640086.032,7982395.622
2016-04-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2091286,1353065.956,1353065.956
2016-04-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",18762219,17560135.05,17560135.05
2016-04-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3995631,1045563.997,1045563.997
2016-04-01,EU-27,0406,Cheese and curd,4841847,1052618.652,1052618.652
2016-04-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",13603666,13213306.289,13213306.289
2016-04-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,77937874,29862114.991,29862114.991
2016-04-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",579887,382120.687,382120.687
2016-04-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1049586,623336.001,623336.001
2016-04-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,15140039,3956410.392,3956410.392
2016-04-01,New Zealand,0406,Cheese and curd,14689037,3520489.273,3520489.273
2016-05-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",38733832,56820189.135,56820189.135
2016-05-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,16312868,7869222.051,7869222.051
2016-05-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2171870,1409616.879,1409616.879
2016-05-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",17150955,16132043.445,16132043.445
2016-05-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,4811329,1263541.719,1263541.719
2016-05-01,EU-27,0406,Cheese and curd,6580781,1436895.195,1436895.195
2016-05-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",13789943,14806980.68,14806980.68
2016-05-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,80012886,30526339.936,30526339.936
2016-05-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",512808,343266.338,343266.338
2016-05-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1113338,420960.071,420960.071
2016-05-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,11879858,3110273.059,3110273.059
2016-05-01,New Zealand,0406,Cheese and curd,13426423,3215778.015,3215778.015
2016-06-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",32801844,43518848.244,43518848.244
2016-06-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,14284262,6724825.046,6724825.046
2016-06-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1509586,977097.091,977097.091
2016-06-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",17191767,16170249.956,16170249.956
2016-06-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3811100,995531.237,995531.237
2016-06-01,EU-27,0406,Cheese and curd,5594793,1240741.301,1240741.301
2016-06-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",15559162,15415319.186,15415319.186
2016-06-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,65848265,25549733.275,25549733.275
2016-06-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",785506,524230.366,524230.366
2016-06-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",559345,233826.329,233826.329
2016-06-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,20620664,5391116.693,5391116.693
2016-06-01,New Zealand,0406,Cheese and curd,15950696,3818348.943,3818348.943
2016-07-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",32770483,43577382.415,43577382.415
2016-07-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,8872773,4541921.63,4541921.63
2016-07-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1724497,1117360.2179999999,1117360.2179999999
2016-07-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",16977942,15978468.092,15978468.092
2016-07-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3656150,965784.495,965784.495
2016-07-01,EU-27,0406,Cheese and curd,6887627,1496832.555,1496832.555
2016-07-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",14851179,12050390.191,12050390.191
2016-07-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,69528067,26993217.877,26993217.877
2016-07-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",879212,576987.771,576987.771
2016-07-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",945142,443068.054,443068.054
2016-07-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,22765134,5935087.343,5935087.343
2016-07-01,New Zealand,0406,Cheese and curd,17857423,4349869.753,4349869.753
2016-08-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",31879043,42575725.919,42575725.919
2016-08-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,16050953,7375690.5600000005,7375690.5600000005
2016-08-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2305416,1491607.106,1491607.106
2016-08-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",22607185,21198219.675,21198219.675
2016-08-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3706877,973373.288,973373.288
2016-08-01,EU-27,0406,Cheese and curd,5892795,1273967.629,1273967.629
2016-08-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",11590089,13905453.733,13905453.733
2016-08-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,59055222,23547690.779,23547690.779
2016-08-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",441887,295890.77,295890.77
2016-08-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",814927,440798.927,440798.927
2016-08-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,23085038,6080040.637,6080040.637
2016-08-01,New Zealand,0406,Cheese and curd,17181510,4172154.099,4172154.099
2016-09-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",24721853,34319006.331,34319006.331
2016-09-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,13283996,6250163.498,6250163.498
2016-09-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1278865,827550.4670000001,827550.4670000001
2016-09-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",19103291,17893560.56,17893560.56
2016-09-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3869958,1021492.735,1021492.735
2016-09-01,EU-27,0406,Cheese and curd,5192945,1133751.7280000001,1133751.7280000001
2016-09-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",19481660,17951515.842,17951515.842
2016-09-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,22771956,9261464.749,9261464.749
2016-09-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",780539,509431.241,509431.241
2016-09-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1136616,569230.502,569230.502
2016-09-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,15542034,4076825.05,4076825.05
2016-09-01,New Zealand,0406,Cheese and curd,16442299,4071754.988,4071754.988
2016-10-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",22179072,31623268.891,31623268.891
2016-10-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,10855119,5064518.315,5064518.315
2016-10-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1783132,1153123.5089999998,1153123.5089999998
2016-10-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",17152301,16142278.4,16142278.4
2016-10-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,2861255,752115.156,752115.156
2016-10-01,EU-27,0406,Cheese and curd,6102702,1336061.252,1336061.252
2016-10-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",20163987,18299545.168,18299545.168
2016-10-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,32312292,12812800.692,12812800.692
2016-10-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",284224,187050.249,187050.249
2016-10-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",804797,578165.576,578165.576
2016-10-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,14345286,3709809.32,3709809.32
2016-10-01,New Zealand,0406,Cheese and curd,22097881,5461057.344,5461057.344
2016-11-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",27653995,40683625.427,40683625.427
2016-11-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,14798397,7204266.956,7204266.956
2016-11-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3750474,2428276.597,2428276.597
2016-11-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",18273012,17056362.049,17056362.049
2016-11-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,4479298,1179901.083,1179901.083
2016-11-01,EU-27,0406,Cheese and curd,6203676,1345272.129,1345272.129
2016-11-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",20502044,18761479.297,18761479.297
2016-11-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,88372146,33870684.358,33870684.358
2016-11-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1489996,997620.867,997620.867
2016-11-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",2244791,1224303.562,1224303.562
2016-11-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,19723705,5109797.953,5109797.953
2016-11-01,New Zealand,0406,Cheese and curd,26782647,6827440.223,6827440.223
2016-12-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",21037527,29165816.263,29165816.263
2016-12-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,17440498,8012472.773,8012472.773
2016-12-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2296730,1487565.5219999999,1487565.5219999999
2016-12-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",15815977,14791631.274,14791631.274
2016-12-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,2611619,694249.118,694249.118
2016-12-01,EU-27,0406,Cheese and curd,6157926,1329134.376,1329134.376
2016-12-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",19675267,21372257.432,21372257.432
2016-12-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,94345068,35629592.106,35629592.106
2016-12-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",253425,169654.863,169654.863
2016-12-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1604419,949369.628,949369.628
2016-12-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,21203127,5519909.982,5519909.982
2016-12-01,New Zealand,0406,Cheese and curd,14515586,3497154.196,3497154.196
2017-01-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",16116362,20425417.45,20425417.45
2017-01-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,21572569,8641627.343,8641627.343
2017-01-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1403067,881414.5430000001,881414.5430000001
2017-01-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",18939642,15209578.831,15209578.831
2017-01-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3381682,654063.308,654063.308
2017-01-01,EU-27,0406,Cheese and curd,4317913,891918.738,891918.738
2017-01-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",18333537,16299592.023,16299592.023
2017-01-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,348640177,109667074.402,109667074.402
2017-01-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",114394,72555.474,72555.474
2017-01-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1036321,525273.125,525273.125
2017-01-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,42733790,8203405.451,8203405.451
2017-01-01,New Zealand,0406,Cheese and curd,27129038,6366081.496,6366081.496
2017-02-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",16038795,19652920.654,19652920.654
2017-02-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,20084390,8549089.993,8549089.993
2017-02-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2071180,1280276.999,1280276.999
2017-02-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",23798223,19417931.588,19417931.588
2017-02-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,3601009,643723.794,643723.794
2017-02-01,EU-27,0406,Cheese and curd,5845798,1226481.6940000001,1226481.6940000001
2017-02-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",24038313,22731603.939,22731603.939
2017-02-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,185278680,60211804.041,60211804.041
2017-02-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1176850,743935.699,743935.699
2017-02-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1414322,949146.019,949146.019
2017-02-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,25504431,4638673.725,4638673.725
2017-02-01,New Zealand,0406,Cheese and curd,19934700,4738251.095,4738251.095
2017-03-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",24344470,29869697.854000002,29869697.854000002
2017-03-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,27076574,11585237.002,11585237.002
2017-03-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",3322403,2056491.993,2056491.993
2017-03-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",20179049,16530914.369,16530914.369
2017-03-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,5209101,943299.3400000001,943299.3400000001
2017-03-01,EU-27,0406,Cheese and curd,6518097,1376321.1099999999,1376321.1099999999
2017-03-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",19273317,20242184.673,20242184.673
2017-03-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,125908113,41901623.124,41901623.124
2017-03-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",1968626,1241006.976,1241006.976
2017-03-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1134884,677680.445,677680.445
2017-03-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,24989611,4398208.305,4398208.305
2017-03-01,New Zealand,0406,Cheese and curd,17587290,4176518.4,4176518.4
2017-04-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",25166061,29767396.498,29767396.498
2017-04-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,23058054,10091017.423,10091017.423
2017-04-01,EU-27,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",2427656,1506368.523,1506368.523
2017-04-01,EU-27,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",20542514,16780132.67,16780132.67
2017-04-01,EU-27,0405,Butter and other fats and oils derived from milk; dairy spreads,6097038,1075784.403,1075784.403
2017-04-01,EU-27,0406,Cheese and curd,5269646,1109234.8020000001,1109234.8020000001
2017-04-01,New Zealand,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",26644942,22192923.737,22192923.737
2017-04-01,New Zealand,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,118116344,38382088.246,38382088.246
2017-04-01,New Zealand,0403,"Buttermilk, curdled milk and cream, yoghurt, kephir, fermented or acidified milk or cream, whether or not concentrated, containing added sugar, sweetening matter, flavoured or added fruit or cocoa",377908,238822.527,238822.527
2017-04-01,New Zealand,0404,"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",1190716,818533.763,818533.763
2017-04-01,New Zealand,0405,Butter and other fats and oils derived from milk; dairy spreads,26522548,4732213.179,4732213.179
2017-04-01,New Zealand,0406,Cheese and curd,18356309,4251948.07,4251948.07
2017-05-01,EU-27,0401,"Milk and cream; not concentrated, not containing added sugar or other sweetening matter",28266055,31149789.078,31149789.078
2017-05-01,EU-27,0402,Milk and cream; concentrated or containing added sugar or other sweetening matter,28233810,12093030.361,12093030.361
